name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits,sl,tp,sm,st,gate,kn,kr,kb,h,w
sl-1.0|tp1.5|sm1|st0.55|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,1,0.55,breadth_tight,2,2,2,6,ew
sl-1.0|tp1000000000.0|sm0|st0.5|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1000000000.0,0,0.5,breadth_tight,2,2,2,6,ew
sl-1.0|tp1000000000.0|sm1|st-1000000000.0|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1000000000.0,1,-1000000000.0,breadth_tight,2,2,2,6,ew
sl-1.0|tp1000000000.0|sm1|st-1000000000.0|tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1000000000.0,1,-1000000000.0,tight,2,2,2,6,ew
sl-1.0|tp1.5|sm1|st0.55|tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,1,0.55,tight,2,2,2,6,ew
sl-1.0|tp1.5|sm1|st0.5|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,1,0.5,breadth_tight,2,2,2,6,ew
sl-1.0|tp1000000000.0|sm0|st0.55|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1000000000.0,0,0.55,breadth_tight,2,2,2,6,ew
sl-1.0|tp1000000000.0|sm0|st0.55|tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1000000000.0,0,0.55,tight,2,2,2,6,ew
sl-1.0|tp1.5|sm0|st0.5|tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,0,0.5,tight,2,2,2,6,ew
sl-1.0|tp1.5|sm0|st0.55|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,0,0.55,breadth_tight,2,2,2,6,ew
sl-1.0|tp1.5|sm0|st0.5|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,0,0.5,breadth_tight,2,2,2,6,ew
sl-1.0|tp1000000000.0|sm0|st0.5|tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1000000000.0,0,0.5,tight,2,2,2,6,ew
sl-1.0|tp1.5|sm0|st0.55|tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,0,0.55,tight,2,2,2,6,ew
sl-1.0|tp1000000000.0|sm1|st0.5|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1000000000.0,1,0.5,breadth_tight,2,2,2,6,ew
sl-1.0|tp1000000000.0|sm1|st0.55|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1000000000.0,1,0.55,breadth_tight,2,2,2,6,ew
sl-1.0|tp1000000000.0|sm1|st0.55|tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1000000000.0,1,0.55,tight,2,2,2,6,ew
sl-1.0|tp1.5|sm1|st0.5|tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,1,0.5,tight,2,2,2,6,ew
sl-1.0|tp1.5|sm0|st-1000000000.0|tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,0,-1000000000.0,tight,2,2,2,6,ew
sl-1.0|tp1.5|sm0|st-1000000000.0|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,0,-1000000000.0,breadth_tight,2,2,2,6,ew
sl-1.0|tp1.5|sm1|st-1000000000.0|tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,1,-1000000000.0,tight,2,2,2,6,ew
sl-1.0|tp1.5|sm1|st-1000000000.0|breadth_tight|k222|h6|ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,-1.0,1.5,1,-1000000000.0,breadth_tight,2,2,2,6,ew
sl-0.3|tp1.0|sm0|st0.55|breadth_tight|k333|h6|ew,0.3494962494863596,0.12725478443785376,22.224146504850584,0.8567437874675633,-0.7500095113364661,4,0.3733084383687101,0.38161253520919225,0.1727681003649233,0.6422727847467884,22.524824102927546,10,10,10,-0.3,1.0,0,0.55,breadth_tight,3,3,3,6,ew
sl-0.3|tp1.0|sm0|st0.5|tight|k333|h6|ew,0.3494962494863596,0.12725478443785376,22.224146504850584,0.8567437874675633,-0.7500095113364661,4,0.3733084383687101,0.38161253520919225,0.1727681003649233,0.6422727847467884,22.524824102927546,10,10,10,-0.3,1.0,0,0.5,tight,3,3,3,6,ew
sl-0.3|tp1.0|sm0|st0.55|tight|k333|h6|ew,0.3494962494863596,0.12725478443785376,22.224146504850584,0.8567437874675633,-0.7500095113364661,4,0.3733084383687101,0.38161253520919225,0.1727681003649233,0.6422727847467884,22.524824102927546,10,10,10,-0.3,1.0,0,0.55,tight,3,3,3,6,ew
sl-0.3|tp1.0|sm0|st-1000000000.0|breadth_tight|k333|h6|ew,0.3494962494863596,0.12725478443785376,22.224146504850584,0.8567437874675633,-0.7500095113364661,4,0.3733084383687101,0.38161253520919225,0.1727681003649233,0.6422727847467884,22.524824102927546,10,10,10,-0.3,1.0,0,-1000000000.0,breadth_tight,3,3,3,6,ew
sl-0.3|tp1.0|sm0|st-1000000000.0|tight|k333|h6|ew,0.3494962494863596,0.12725478443785376,22.224146504850584,0.8567437874675633,-0.7500095113364661,4,0.3733084383687101,0.38161253520919225,0.1727681003649233,0.6422727847467884,22.524824102927546,10,10,10,-0.3,1.0,0,-1000000000.0,tight,3,3,3,6,ew
sl-0.3|tp1.0|sm0|st0.5|breadth_tight|k333|h6|ew,0.3494962494863596,0.12725478443785376,22.224146504850584,0.8567437874675633,-0.7500095113364661,4,0.3733084383687101,0.38161253520919225,0.1727681003649233,0.6422727847467884,22.524824102927546,10,10,10,-0.3,1.0,0,0.5,breadth_tight,3,3,3,6,ew
sl-1.0|tp1.5|sm0|st0.55|tight|k434|h6|ew,0.3228446375835827,0.12725478443785376,19.558985314572897,0.8467435465604847,-0.5773755420734834,8,0.3725172836318296,0.38667449498431516,0.04651456912472929,0.8591719179352391,22.445708629239498,10,9,10,-1.0,1.5,0,0.55,tight,4,3,4,6,ew
sl-1.0|tp1.5|sm0|st0.55|breadth_tight|k434|h6|ew,0.3228446375835827,0.12725478443785376,19.558985314572897,0.8467435465604847,-0.5773755420734834,8,0.3725172836318296,0.38667449498431516,0.04651456912472929,0.8591719179352391,22.445708629239498,10,9,10,-1.0,1.5,0,0.55,breadth_tight,4,3,4,6,ew
sl-1.0|tp1.5|sm1|st0.55|multi|k434|h6|ew,0.32263333947074835,0.12725478443785376,19.537855503289457,0.8405986333770661,-0.6034065287562339,8,0.37229632289813563,0.38667449498431516,0.04651456912472929,0.8569623105982997,22.423612555870108,10,9,10,-1.0,1.5,1,0.55,multi,4,3,4,6,ew
sl-0.3|tp1.0|sm0|st0.55|multi|k324|h6|ew,0.3382111852819176,0.12725478443785376,21.095640084406387,0.765988598314228,-0.6530332254306997,8,0.3713336826510917,0.3334428131092857,0.1459648069718542,0.9503809148411355,22.32734853116571,10,10,10,-0.3,1.0,0,0.55,multi,3,2,4,6,ew
sl-1.0|tp1000000000.0|sm1|st0.55|multi|k434|h6|ew,0.32168594662529504,0.12725478443785376,19.443116218744127,0.8357488906626059,-0.6034065287562339,8,0.37130839832389784,0.38667449498431516,0.04651456912472929,0.8470830648559216,22.324820098446324,10,9,10,-1.0,1000000000.0,1,0.55,multi,4,3,4,6,ew
sl-1.0|tp1000000000.0|sm0|st0.55|multi|k434|h6|ew,0.32168594662529504,0.12725478443785376,19.443116218744127,0.8357488906626059,-0.6034065287562339,8,0.37130839832389784,0.38667449498431516,0.04651456912472929,0.8470830648559216,22.324820098446324,10,9,10,-1.0,1000000000.0,0,0.55,multi,4,3,4,6,ew
sl-1.0|tp1.0|sm1|st0.55|tight|k434|h6|ew,0.31362700374160823,0.12725478443785376,18.637221930375446,0.8351499475480345,-0.5773755420734832,8,0.37099566880601464,0.3861170708448328,0.04651456912472929,0.8053136990564984,22.293547146658007,10,9,10,-1.0,1.0,1,0.55,tight,4,3,4,6,ew
sl-1.0|tp1.0|sm1|st0.55|breadth_tight|k434|h6|ew,0.31362700374160823,0.12725478443785376,18.637221930375446,0.8351499475480345,-0.5773755420734832,8,0.37099566880601464,0.3861170708448328,0.04651456912472929,0.8053136990564984,22.293547146658007,10,9,10,-1.0,1.0,1,0.55,breadth_tight,4,3,4,6,ew
sl-1.0|tp0.75|sm0|st0.55|multi|k324|h6|ew,0.3203241561857533,0.12725478443785376,19.30693717478995,0.7726305244612987,-0.5534944532701611,8,0.37091557626106,0.3189263895282346,0.11745506471174494,1.023532687258029,22.285537892162537,10,8,10,-1.0,0.75,0,0.55,multi,3,2,4,6,ew
sl-1.0|tp0.75|sm1|st0.55|tight|k434|h6|ew,0.3097419557983929,0.12725478443785376,18.248717136053916,0.8457876617687451,-0.5773755420734834,8,0.37040824425758423,0.3808482334862203,0.03233937564033362,0.8281480948685589,22.234804691814965,10,9,10,-1.0,0.75,1,0.55,tight,4,3,4,6,ew
sl-1.0|tp0.75|sm1|st0.55|breadth_tight|k434|h6|ew,0.3097419557983929,0.12725478443785376,18.248717136053916,0.8457876617687451,-0.5773755420734834,8,0.37040824425758423,0.3808482334862203,0.03233937564033362,0.8281480948685589,22.234804691814965,10,9,10,-1.0,0.75,1,0.55,breadth_tight,4,3,4,6,ew
sl-1.0|tp0.75|sm0|st0.5|multi|k222|h6|ew,0.34031467739085564,0.12725478443785376,21.305989295300186,0.780264244675715,-0.6383796731910625,4,0.3697360509484685,0.2720279015480461,0.10427620305607688,0.815585112878034,22.167585360903395,10,8,10,-1.0,0.75,0,0.5,multi,2,2,2,6,ew
sl-1.0|tp0.75|sm0|st0.55|multi|k222|h6|ew,0.34031467739085564,0.12725478443785376,21.305989295300186,0.780264244675715,-0.6383796731910625,4,0.3697360509484685,0.2720279015480461,0.10427620305607688,0.815585112878034,22.167585360903395,10,8,10,-1.0,0.75,0,0.55,multi,2,2,2,6,ew
sl-1.0|tp0.75|sm0|st-1000000000.0|multi|k222|h6|ew,0.34031467739085564,0.12725478443785376,21.305989295300186,0.780264244675715,-0.6383796731910625,4,0.3697360509484685,0.2720279015480461,0.10427620305607688,0.815585112878034,22.167585360903395,10,8,10,-1.0,0.75,0,-1000000000.0,multi,2,2,2,6,ew
sl-0.25|tp1.0|sm0|st0.5|multi|k333|h6|ew,0.3441984404799956,0.12725478443785376,21.694365604214184,0.9036367424976823,-0.7013619206069205,4,0.3694578243053737,0.35584701574250344,0.1727681003649233,0.7158718282063707,22.139762696593902,10,10,10,-0.25,1.0,0,0.5,multi,3,3,3,6,ew
sl-0.25|tp1.0|sm0|st-1000000000.0|multi|k333|h6|ew,0.3441984404799956,0.12725478443785376,21.694365604214184,0.9036367424976823,-0.7013619206069205,4,0.3694578243053737,0.35584701574250344,0.1727681003649233,0.7158718282063707,22.139762696593902,10,10,10,-0.25,1.0,0,-1000000000.0,multi,3,3,3,6,ew
sl-0.25|tp1.0|sm0|st0.55|multi|k333|h6|ew,0.3441984404799956,0.12725478443785376,21.694365604214184,0.9036367424976823,-0.7013619206069205,4,0.3694578243053737,0.35584701574250344,0.1727681003649233,0.7158718282063707,22.139762696593902,10,10,10,-0.25,1.0,0,0.55,multi,3,3,3,6,ew
sl-0.3|tp1000000000.0|sm0|st-1000000000.0|breadth_tight|k333|h6|ew,0.3386900017851997,0.12725478443785376,21.143521734734595,0.83377760945324,-0.7500095113364661,4,0.36892643110821205,0.39385930080060905,0.18995665121803595,0.6422727847467884,22.086623376877746,10,10,10,-0.3,1000000000.0,0,-1000000000.0,breadth_tight,3,3,3,6,ew
sl-0.3|tp1000000000.0|sm0|st0.5|breadth_tight|k333|h6|ew,0.3386900017851997,0.12725478443785376,21.143521734734595,0.83377760945324,-0.7500095113364661,4,0.36892643110821205,0.39385930080060905,0.18995665121803595,0.6422727847467884,22.086623376877746,10,10,10,-0.3,1000000000.0,0,0.5,breadth_tight,3,3,3,6,ew
sl-0.3|tp1000000000.0|sm0|st0.5|tight|k333|h6|ew,0.3386900017851997,0.12725478443785376,21.143521734734595,0.83377760945324,-0.7500095113364661,4,0.36892643110821205,0.39385930080060905,0.18995665121803595,0.6422727847467884,22.086623376877746,10,10,10,-0.3,1000000000.0,0,0.5,tight,3,3,3,6,ew
sl-0.3|tp1000000000.0|sm0|st-1000000000.0|tight|k333|h6|ew,0.3386900017851997,0.12725478443785376,21.143521734734595,0.83377760945324,-0.7500095113364661,4,0.36892643110821205,0.39385930080060905,0.18995665121803595,0.6422727847467884,22.086623376877746,10,10,10,-0.3,1000000000.0,0,-1000000000.0,tight,3,3,3,6,ew
sl-0.3|tp1000000000.0|sm0|st0.55|breadth_tight|k333|h6|ew,0.3386900017851997,0.12725478443785376,21.143521734734595,0.83377760945324,-0.7500095113364661,4,0.36892643110821205,0.39385930080060905,0.18995665121803595,0.6422727847467884,22.086623376877746,10,10,10,-0.3,1000000000.0,0,0.55,breadth_tight,3,3,3,6,ew
sl-0.3|tp1000000000.0|sm0|st0.55|tight|k333|h6|ew,0.3386900017851997,0.12725478443785376,21.143521734734595,0.83377760945324,-0.7500095113364661,4,0.36892643110821205,0.39385930080060905,0.18995665121803595,0.6422727847467884,22.086623376877746,10,10,10,-0.3,1000000000.0,0,0.55,tight,3,3,3,6,ew
sl-1.0|tp1.5|sm0|st0.55|multi|k434|h6|ew,0.319084491367432,0.12725478443785376,19.182970692957824,0.8327482369178403,-0.6034065287562339,8,0.36861901002385633,0.38667449498431516,0.04651456912472929,0.8201891818555067,22.055881268442175,10,9,10,-1.0,1.5,0,0.55,multi,4,3,4,6,ew
sl-1.0|tp0.75|sm1|st0.55|multi|k324|h6|ew,0.3238516570613863,0.12725478443785376,19.659687262353252,0.8125494856760673,-0.5534944532701611,8,0.3686149139812184,0.31956529044121895,0.13218635993283634,0.9818462378906456,22.055471664178377,10,8,10,-1.0,0.75,1,0.55,multi,3,2,4,6,ew
sl-1.0|tp1.5|sm0|st0.5|multi|k324|h6|ew,0.331165892792046,0.12725478443785376,20.391110835419223,0.8058368521098321,-0.5534944532701611,4,0.36834963580419877,0.2975271747617202,0.1371201393040955,1.2165157010699046,22.028943846476416,10,8,10,-1.0,1.5,0,0.5,multi,3,2,4,6,ew
sl-1.0|tp1.5|sm0|st-1000000000.0|multi|k324|h6|ew,0.331165892792046,0.12725478443785376,20.391110835419223,0.8058368521098321,-0.5534944532701611,4,0.36834963580419877,0.2975271747617202,0.1371201393040955,1.2165157010699046,22.028943846476416,10,8,10,-1.0,1.5,0,-1000000000.0,multi,3,2,4,6,ew
sl-0.25|tp1.5|sm0|st-1000000000.0|breadth_tight|k333|h6|ew,0.33705954550714745,0.12725478443785376,20.98047610692937,0.8850286743763002,-0.7500095113364661,4,0.36778893270735225,0.3632655189308921,0.18664010073969006,0.6566731246236628,21.972873536791763,10,10,10,-0.25,1.5,0,-1000000000.0,breadth_tight,3,3,3,6,ew
sl-0.25|tp1.5|sm0|st0.55|breadth_tight|k333|h6|ew,0.33705954550714745,0.12725478443785376,20.98047610692937,0.8850286743763002,-0.7500095113364661,4,0.36778893270735225,0.3632655189308921,0.18664010073969006,0.6566731246236628,21.972873536791763,10,10,10,-0.25,1.5,0,0.55,breadth_tight,3,3,3,6,ew
sl-0.25|tp1.5|sm0|st0.55|tight|k333|h6|ew,0.33705954550714745,0.12725478443785376,20.98047610692937,0.8850286743763002,-0.7500095113364661,4,0.36778893270735225,0.3632655189308921,0.18664010073969006,0.6566731246236628,21.972873536791763,10,10,10,-0.25,1.5,0,0.55,tight,3,3,3,6,ew
sl-0.25|tp1.5|sm0|st0.5|tight|k333|h6|ew,0.33705954550714745,0.12725478443785376,20.98047610692937,0.8850286743763002,-0.7500095113364661,4,0.36778893270735225,0.3632655189308921,0.18664010073969006,0.6566731246236628,21.972873536791763,10,10,10,-0.25,1.5,0,0.5,tight,3,3,3,6,ew
sl-0.25|tp1.5|sm0|st0.5|breadth_tight|k333|h6|ew,0.33705954550714745,0.12725478443785376,20.98047610692937,0.8850286743763002,-0.7500095113364661,4,0.36778893270735225,0.3632655189308921,0.18664010073969006,0.6566731246236628,21.972873536791763,10,10,10,-0.25,1.5,0,0.5,breadth_tight,3,3,3,6,ew
sl-0.25|tp1.5|sm0|st-1000000000.0|tight|k333|h6|ew,0.33705954550714745,0.12725478443785376,20.98047610692937,0.8850286743763002,-0.7500095113364661,4,0.36778893270735225,0.3632655189308921,0.18664010073969006,0.6566731246236628,21.972873536791763,10,10,10,-0.25,1.5,0,-1000000000.0,tight,3,3,3,6,ew
sl-0.2|tp1.5|sm0|st0.5|multi|k333|h6|ew,0.34937942833829805,0.12725478443785376,22.212464390044428,0.90519881525203,-0.7013619206069204,4,0.36722538183392534,0.36771119129211016,0.1846541046308221,0.7578321088294164,21.91651844944907,10,10,10,-0.2,1.5,0,0.5,multi,3,3,3,6,ew
sl-0.2|tp1.5|sm0|st0.55|multi|k333|h6|ew,0.34937942833829805,0.12725478443785376,22.212464390044428,0.90519881525203,-0.7013619206069204,4,0.36722538183392534,0.36771119129211016,0.1846541046308221,0.7578321088294164,21.91651844944907,10,10,10,-0.2,1.5,0,0.55,multi,3,3,3,6,ew
sl-0.2|tp1.5|sm0|st-1000000000.0|multi|k333|h6|ew,0.34937942833829805,0.12725478443785376,22.212464390044428,0.90519881525203,-0.7013619206069204,4,0.36722538183392534,0.36771119129211016,0.1846541046308221,0.7578321088294164,21.91651844944907,10,10,10,-0.2,1.5,0,-1000000000.0,multi,3,3,3,6,ew
sl-1.0|tp1.0|sm1|st0.55|multi|k434|h6|ew,0.309893058373258,0.12725478443785376,18.26382739354042,0.8209851082140374,-0.6034065287562339,8,0.3672103240085522,0.3861170708448328,0.04651456912472929,0.7674602510818735,21.915012666911757,10,9,10,-1.0,1.0,1,0.55,multi,4,3,4,6,ew
sl-1.0|tp0.75|sm0|st0.55|tight|k324|h6|ew,0.3169114599172176,0.12725478443785376,18.965667547936384,0.775844624283951,-0.5698805278680613,8,0.3670541794837462,0.3189263895282346,0.11745506471174494,0.9849187194848916,21.899398214431166,10,8,10,-1.0,0.75,0,0.55,tight,3,2,4,6,ew
sl-1.0|tp0.75|sm0|st0.55|breadth_tight|k324|h6|ew,0.3169114599172176,0.12725478443785376,18.965667547936384,0.775844624283951,-0.5698805278680613,8,0.3670541794837462,0.3189263895282346,0.11745506471174494,0.9849187194848916,21.899398214431166,10,8,10,-1.0,0.75,0,0.55,breadth_tight,3,2,4,6,ew
sl-1.0|tp0.75|sm1|st0.55|multi|k434|h6|ew,0.3060190535623257,0.12725478443785376,17.876426912447197,0.8307284932342193,-0.6034065287562339,8,0.36657502076655424,0.3808482334862203,0.03233937564033362,0.7898158599582592,21.851482342711968,10,9,10,-1.0,0.75,1,0.55,multi,4,3,4,6,ew
sl-1.0|tp0.75|sm0|st0.5|multi|k324|h6|ew,0.32451028711327123,0.12725478443785376,19.72555026754175,0.7826453210178456,-0.5534944532701611,4,0.3662756207277075,0.3142114234684259,0.11745506471174494,1.023532687258029,21.821542338827292,10,8,10,-1.0,0.75,0,0.5,multi,3,2,4,6,ew
sl-1.0|tp0.75|sm0|st-1000000000.0|multi|k324|h6|ew,0.32451028711327123,0.12725478443785376,19.72555026754175,0.7826453210178456,-0.5534944532701611,4,0.3662756207277075,0.3142114234684259,0.11745506471174494,1.023532687258029,21.821542338827292,10,8,10,-1.0,0.75,0,-1000000000.0,multi,3,2,4,6,ew
sl-1.0|tp1.5|sm1|st-1000000000.0|multi|k324|h6|ew,0.3290629579465494,0.12725478443785376,20.18081735086956,0.8031215409628261,-0.5534944532701611,4,0.365756132915537,0.2975271747617202,0.1371201393040955,1.190580672183287,21.769593557610243,10,8,10,-1.0,1.5,1,-1000000000.0,multi,3,2,4,6,ew
sl-1.0|tp1.5|sm1|st0.5|multi|k324|h6|ew,0.3290629579465494,0.12725478443785376,20.18081735086956,0.8031215409628261,-0.5534944532701611,4,0.365756132915537,0.2975271747617202,0.1371201393040955,1.190580672183287,21.769593557610243,10,8,10,-1.0,1.5,1,0.5,multi,3,2,4,6,ew
sl-1.0|tp1000000000.0|sm1|st-1000000000.0|multi|k324|h6|ew,0.32871630870271695,0.12725478443785376,20.146152426486317,0.8002895214931641,-0.5534944532701611,4,0.36533115019303813,0.2975271747617202,0.1371201393040955,1.1863308449582979,21.727095285360353,10,8,10,-1.0,1000000000.0,1,-1000000000.0,multi,3,2,4,6,ew
sl-1.0|tp1000000000.0|sm0|st-1000000000.0|multi|k324|h6|ew,0.32871630870271695,0.12725478443785376,20.146152426486317,0.8002895214931641,-0.5534944532701611,4,0.36533115019303813,0.2975271747617202,0.1371201393040955,1.1863308449582979,21.727095285360353,10,8,10,-1.0,1000000000.0,0,-1000000000.0,multi,3,2,4,6,ew
sl-1.0|tp1000000000.0|sm1|st0.5|multi|k324|h6|ew,0.32871630870271695,0.12725478443785376,20.146152426486317,0.8002895214931641,-0.5534944532701611,4,0.36533115019303813,0.2975271747617202,0.1371201393040955,1.1863308449582979,21.727095285360353,10,8,10,-1.0,1000000000.0,1,0.5,multi,3,2,4,6,ew
sl-1.0|tp1000000000.0|sm0|st0.5|multi|k324|h6|ew,0.32871630870271695,0.12725478443785376,20.146152426486317,0.8002895214931641,-0.5534944532701611,4,0.36533115019303813,0.2975271747617202,0.1371201393040955,1.1863308449582979,21.727095285360353,10,8,10,-1.0,1000000000.0,0,0.5,multi,3,2,4,6,ew
sl-0.4|tp1000000000.0|sm0|st-1000000000.0|breadth_tight|k333|h6|ew,0.3343175969486747,0.12725478443785376,20.706281251082093,0.9014710525162086,-0.7546981738506152,4,0.3649746352757683,0.39387342478029974,0.14492104439496223,0.6362413971897827,21.691443793633375,10,9,10,-0.4,1000000000.0,0,-1000000000.0,breadth_tight,3,3,3,6,ew
sl-0.4|tp1000000000.0|sm0|st0.55|tight|k333|h6|ew,0.3343175969486747,0.12725478443785376,20.706281251082093,0.9014710525162086,-0.7546981738506152,4,0.3649746352757683,0.39387342478029974,0.14492104439496223,0.6362413971897827,21.691443793633375,10,9,10,-0.4,1000000000.0,0,0.55,tight,3,3,3,6,ew
sl-0.4|tp1000000000.0|sm0|st-1000000000.0|tight|k333|h6|ew,0.3343175969486747,0.12725478443785376,20.706281251082093,0.9014710525162086,-0.7546981738506152,4,0.3649746352757683,0.39387342478029974,0.14492104439496223,0.6362413971897827,21.691443793633375,10,9,10,-0.4,1000000000.0,0,-1000000000.0,tight,3,3,3,6,ew
sl-0.4|tp1000000000.0|sm0|st0.5|tight|k333|h6|ew,0.3343175969486747,0.12725478443785376,20.706281251082093,0.9014710525162086,-0.7546981738506152,4,0.3649746352757683,0.39387342478029974,0.14492104439496223,0.6362413971897827,21.691443793633375,10,9,10,-0.4,1000000000.0,0,0.5,tight,3,3,3,6,ew
sl-0.4|tp1000000000.0|sm0|st0.55|breadth_tight|k333|h6|ew,0.3343175969486747,0.12725478443785376,20.706281251082093,0.9014710525162086,-0.7546981738506152,4,0.3649746352757683,0.39387342478029974,0.14492104439496223,0.6362413971897827,21.691443793633375,10,9,10,-0.4,1000000000.0,0,0.55,breadth_tight,3,3,3,6,ew
sl-0.4|tp1000000000.0|sm0|st0.5|breadth_tight|k333|h6|ew,0.3343175969486747,0.12725478443785376,20.706281251082093,0.9014710525162086,-0.7546981738506152,4,0.3649746352757683,0.39387342478029974,0.14492104439496223,0.6362413971897827,21.691443793633375,10,9,10,-0.4,1000000000.0,0,0.5,breadth_tight,3,3,3,6,ew
sl-1.0|tp0.75|sm1|st0.55|breadth_tight|k324|h6|ew,0.32042984311593825,0.12725478443785376,19.31750586780845,0.8175528933959599,-0.5698805278680615,8,0.3648330651757553,0.31956529044121895,0.13218635993283634,0.9440277498360148,21.677286783632066,10,8,10,-1.0,0.75,1,0.55,breadth_tight,3,2,4,6,ew
sl-1.0|tp0.75|sm1|st0.55|tight|k324|h6|ew,0.32042984311593825,0.12725478443785376,19.31750586780845,0.8175528933959599,-0.5698805278680615,8,0.3648330651757553,0.31956529044121895,0.13218635993283634,0.9440277498360148,21.677286783632066,10,8,10,-1.0,0.75,1,0.55,tight,3,2,4,6,ew
